Serial number,Time (UTC),Datum ID,Session ID,Data format version,Firmware version,App version,Timezone offset (mins),Date local (yyyy/MM/dd),Time local (hh:mm:ss),GPS lat (ddmm.mmmmm),GPS long (dddmm.mmmmm),GPS speed (km/h),GPS sat count,Timebase (s),Status,Battery remaining (%),Accel X,Accel Y,Accel Z,Tape position,Flow setpoint (mL/min),Flow total (mL/min),Flow1 (mL/min),Flow2 (mL/min),Sample temp (C),Sample RH (%),Sample dewpoint (C),Internal pressure (Pa),Internal temp (C),Optical config,UV Sen1,UV Sen2,UV Ref,UV ATN1,UV ATN2,UV K,Blue Sen1,Blue Sen2,Blue Ref,Blue ATN1,Blue ATN2,Blue K,Green Sen1,Green Sen2,Green Ref,Green ATN1,Green ATN2,Green K,Red Sen1,Red Sen2,Red Ref,Red ATN1,Red ATN2,Red K,IR Sen1,IR Sen2,IR Ref,IR ATN1,IR ATN2,IR K,UV BC1,UV BC2,UV BCc,Blue BC1,Blue BC2,Blue BCc,Green BC1,Green BC2,Green BCc,Red BC1,Red BC2,Red BCc,IR BC1,IR BC2,IR BCc,Readable status
MA350-0238,2022-04-12T16:48:01Z,26555,12,1,1.1,1.4,0,2022-04-12,4:48:01 PM,0,0,0,0,60,64,100,-25748,-88,-1940,3,100,100.16,54.96,45.19,34.6,15,4.21,76208,35.13,DUALSPOT-UV-BLUE-GREEN-RED-IR,574251,499166,929520,48.450504,41.433504,0.011705,622723,660210,836034,39.210908,33.643764,0.014159,644677,695065,859170,34.710308,29.591766,0.014131,671174,713332,904153,29.057408,24.484632,0.014099,597813,700787,945539,21.546882,17.700096,0.021191,2428,2889,5610,2556,3009,5746,2629,3002,5160,2687,2981,4552,2851,3279,5247,NA
MA350-0238,2022-04-12T16:49:01Z,26556,12,1,1.1,1.4,0,2022-04-12,4:49:01 PM,0,0,0,0,60,64,100,-25770,-103,-1940,3,100,99.83,54.5,45.33,34.6,15.1,4.25,76208,35.13,DUALSPOT-UV-BLUE-GREEN-RED-IR,575092,499905,931264,48.490664,41.475968,0.013453,623127,660649,836866,39.244424,33.678236,0.015935,642116,692306,856017,34.739624,29.622272,0.018148,672753,715045,906534,29.085226,24.511548,0.01752,594688,697096,940738,21.567158,17.7189,0.018196,2163,2751,6224,2279,2818,6083,2232,2793,6041,2560,2978,5220,2598,2897,4276,NA
MA350-0238,2022-04-12T16:50:01Z,26557,12,1,1.1,1.4,0,2022-04-12,4:50:01 PM,0,0,0,0,60,64,100,-25739,-82,-1942,3,100,99.91,54.23,45.69,34.59,15.1,4.28,76208,35.13,DUALSPOT-UV-BLUE-GREEN-RED-IR,574196,499119,930312,48.546156,41.531036,0.011366,622732,660221,836706,39.289852,33.72152,0.012218,641279,691428,855312,34.781316,29.66118,0.012144,672288,714578,906208,29.118594,24.542792,0.014243,594562,696970,940811,21.59201,17.742134,0.017624,3005,3539,6704,3105,3511,5972,3191,3535,5525,3086,3430,5274,3201,3551,5167,NA
MA350-0238,2022-04-12T16:51:01Z,26558,12,1,1.1,1.4,0,2022-04-12,4:51:01 PM,0,0,0,0,60,64,100,-25748,-74,-1933,3,100,99.82,54.35,45.48,34.59,15.2,4.32,76212,35.13,DUALSPOT-UV-BLUE-GREEN-RED-IR,573550,498583,929813,48.604228,41.587528,0.010892,622503,659975,836784,39.340732,33.770992,0.013562,639987,690018,853882,34.824644,29.704702,0.01656,671281,713489,905191,29.15691,24.578748,0.014955,598008,701043,946569,21.622818,17.768718,0.006887,3138,3648,6669,3470,4032,7439,3309,3972,7818,3536,3966,6271,3959,4082,4652,NA
MA350-0238,2022-04-12T16:52:01Z,26559,12,1,1.1,1.4,0,2022-04-12,4:52:01 PM,0,0,0,0,60,64,100,-25754,-94,-1929,3,100,100.19,54.38,45.8,34.59,15.2,4.35,76212,35.13,DUALSPOT-UV-BLUE-GREEN-RED-IR,573882,498846,930819,48.657904,41.639568,0.010513,622814,660340,837619,39.386568,33.813856,0.011116,640691,690819,855206,34.867388,29.74199,0.00559,671356,713604,905632,29.19342,24.612632,0.013483,593746,696086,940089,21.65207,17.792302,-0.014604,2898,3336,5934,3124,3468,5557,3263,3379,4053,3367,3710,5553,3757,3596,2854,NA
MA350-0238,2022-04-12T16:53:01Z,26560,12,1,1.1,1.4,0,2022-04-12,4:53:01 PM,0,0,0,0,60,64,100,-25764,-85,-1989,3,100,99.89,54.68,45.21,34.59,15.2,4.4,76212,35.13,DUALSPOT-UV-BLUE-GREEN-RED-IR,573325,498412,930558,48.720224,41.6963,0.008452,621855,659359,836757,39.436748,33.861132,0.01259,639894,690000,854591,34.912464,29.784252,0.013657,671104,713358,905662,29.233258,24.64875,0.013022,593715,696080,940371,21.683556,17.82174,0.019513,3347,3685,5690,3401,3876,6756,3422,3880,6541,3654,4007,5901,4022,4547,6972,NA
MA350-0238,2022-04-12T16:54:01Z,26561,12,1,1.1,1.4,0,2022-04-12,4:54:01 PM,0,0,0,0,60,64,100,-25766,-100,-1933,3,100,100.22,54.3,45.93,34.59,15.2,4.4,76212,35.13,DUALSPOT-UV-BLUE-GREEN-RED-IR,572528,497718,929936,48.794544,41.769148,0.01075,621385,658865,836679,39.503912,33.925492,0.012271,639098,689176,854009,34.972936,29.841962,0.013342,671414,713722,906539,29.286686,24.697504,0.011427,593592,695943,940518,21.725804,17.85938,0.010618,4019,4658,8454,4585,5194,8898,4622,5216,8667,4936,5325,7418,5434,5724,7064,NA
MA350-0238,2022-04-12T16:55:01Z,26562,12,1,1.1,1.4,0,2022-04-12,4:55:01 PM,0,0,0,0,60,64,100,-25728,-85,-1932,3,100,100.17,54.43,45.74,34.59,15.3,4.43,76212,35.13,DUALSPOT-UV-BLUE-GREEN-RED-IR,572487,497718,930665,48.87694,41.84692,0.009436,621173,658660,837017,39.574212,33.992684,0.012469,639637,689725,855279,35.037864,29.903982,0.01377,670106,712351,905315,29.342374,24.749998,0.014907,597365,700433,946945,21.769288,17.898162,0.011774,4445,4993,8251,4787,5444,9449,4951,5628,9568,5132,5756,9122,5580,5922,7503,NA
MA350-0238,2022-04-12T16:56:01Z,26563,12,1,1.1,1.4,0,2022-04-12,4:56:01 PM,0,0,0,0,60,64,100,-25751,-92,-1962,3,100,100.25,54.36,45.89,34.59,15.3,4.43,76216,35.13,DUALSPOT-UV-BLUE-GREEN-RED-IR,571907,497206,930354,48.947792,41.917848,0.01152,621194,658716,837541,39.6371,34.052944,0.012342,639012,689098,854952,35.094736,29.958972,0.014192,669529,711769,904972,29.392194,24.797536,0.015459,597247,700289,947096,21.807788,17.932904,0.012787,3827,4538,8777,4288,4867,8395,4343,4973,8652,4597,5196,8426,4947,5287,6860,NA
MA350-0238,2022-04-12T16:57:01Z,26564,12,1,1.1,1.4,0,2022-04-12,4:57:01 PM,0,0,0,0,60,64,100,-25740,-96,-1907,3,100,99.97,54.59,45.38,34.57,15.3,4.46,76216,35.13,DUALSPOT-UV-BLUE-GREEN-RED-IR,571464,496865,930512,49.041672,42.002608,0.007657,620351,657849,837089,39.71752,34.127488,0.011333,638022,688084,854242,35.169084,30.025042,0.009132,669072,711332,904965,29.456038,24.854112,0.010104,597004,700055,947220,21.85857,17.977636,0.011534,5050,5486,8086,5460,6089,9929,5653,6044,8327,5866,6254,8352,6497,6885,8687,NA
MA350-0238,2022-04-12T16:58:01Z,26565,12,1,1.1,1.4,0,2022-04-12,4:58:01 PM,0,0,0,0,60,64,100,-25739,-92,-1946,3,100,100.17,54.36,45.82,34.57,15.3,4.46,76212,35.13,DUALSPOT-UV-BLUE-GREEN-RED-IR,570446,495963,929589,49.121632,42.083152,0.011737,619444,656861,836426,39.786064,34.197224,0.014975,637726,687754,854367,35.234448,30.090136,0.015728,669691,711992,906268,29.51285,24.909546,0.01703,592273,694494,940083,21.90195,18.019076,0.019596,4320,5162,10201,4674,5641,11562,4991,5897,11197,5243,6069,10540,5574,6317,9765,NA
MA350-0238,2022-04-12T16:59:01Z,26566,12,1,1.1,1.4,0,2022-04-12,4:59:01 PM,0,0,0,0,60,64,100,-25759,-85,-1918,3,100,99.98,54.25,45.74,34.59,15.3,4.47,76212,35.13,DUALSPOT-UV-BLUE-GREEN-RED-IR,570107,495725,929517,49.17658,42.13282,0.006806,619019,656434,836199,39.830132,34.238124,0.010495,636878,686838,853544,35.271792,30.126396,0.014446,668466,710719,904914,29.546464,24.941474,0.01516,596041,698977,946351,21.930356,18.04272,-0.003518,2974,3189,4471,3011,3314,5174,2857,3291,5826,3108,3501,5630,3657,3610,3395,NA
MA350-0238,2022-04-12T17:00:01Z,26567,12,1,1.1,1.4,0,2022-04-12,5:00:01 PM,0,0,0,0,60,64,100,-25713,-91,-1937,3,100,99.9,54.42,45.48,34.57,15.4,4.5,76212,35.13,DUALSPOT-UV-BLUE-GREEN-RED-IR,570249,495847,930547,49.25666,42.206504,0.008395,619053,656540,836872,39.902208,34.303292,0.009231,637319,687390,854742,35.336328,30.18269,0.006528,668348,710655,905309,29.601652,24.989316,0.006518,591893,694156,940182,21.973148,18.0788,0.002149,4321,4758,7369,4909,5310,7771,4922,5138,6398,5087,5276,6303,5492,5541,5764,NA
MA350-0238,2022-04-12T17:01:01Z,26568,12,1,1.1,1.4,0,2022-04-12,5:01:01 PM,0,0,0,0,60,64,100,-25732,-82,-1903,3,100,99.72,54.45,45.26,34.59,15.4,4.51,76212,35.13,DUALSPOT-UV-BLUE-GREEN-RED-IR,569630,495341,930361,49.34984,42.294772,0.010012,618674,656153,837009,39.982228,34.377836,0.011569,636557,686588,854328,35.410488,30.251688,0.012711,667580,709841,904813,29.666744,25.049296,0.013848,595408,698321,946242,22.023938,18.124418,0.014194,5025,5726,9933,5447,6104,10135,5653,6327,10281,5996,6647,10177,6514,7039,9477,NA
MA350-0238,2022-04-12T17:02:01Z,26569,12,1,1.1,1.4,0,2022-04-12,5:02:01 PM,0,0,0,0,60,64,100,-25765,-94,-1934,3,100,100.21,54.59,45.62,34.59,15.4,4.51,76212,35.13,DUALSPOT-UV-BLUE-GREEN-RED-IR,568155,494109,928692,49.427964,42.367412,0.008913,617071,654472,835380,40.048348,34.44034,0.012075,635569,685536,853485,35.471508,30.30771,0.011378,667488,709802,905156,29.719556,25.096518,0.010427,590900,693066,939466,22.06509,18.160056,0.007683,4203,4675,7513,4489,5078,8693,4640,5097,7780,4853,5192,7032,5265,5455,6340,NA
MA350-0238,2022-04-12T17:03:01Z,26570,12,1,1.1,1.4,0,2022-04-12,5:03:01 PM,0,0,0,0,60,64,100,-25759,-77,-1944,3,100,99.97,54.52,45.45,34.59,15.4,4.55,76216,35.13,DUALSPOT-UV-BLUE-GREEN-RED-IR,568406,494329,929750,49.496224,42.432296,0.010019,617214,654640,836065,40.108408,34.495424,0.010404,635014,684990,853222,35.523084,30.355808,0.01266,667210,709520,905198,29.766758,25.138698,0.010646,594939,697822,946206,22.102226,18.192766,0.010993,3676,4192,7293,4083,4492,7007,3926,4393,7135,4342,4655,6357,4757,5027,6284,NA
MA350-0238,2022-04-12T17:04:01Z,26571,12,1,1.1,1.4,0,2022-04-12,5:04:01 PM,0,0,0,0,60,64,100,-25756,-78,-1908,3,100,100.05,54.65,45.4,34.57,15.4,4.54,76212,35.13,DUALSPOT-UV-BLUE-GREEN-RED-IR,567859,493846,929490,49.564952,42.498056,0.010403,617040,654500,836361,40.16638,34.550188,0.012329,639397,689760,859616,35.579832,30.407762,0.011595,666302,708604,904422,29.811984,25.179752,0.012543,594712,697604,946236,22.139302,18.22455,0.006929,3693,4253,7625,3931,4471,7789,4310,4750,7337,4151,4536,6630,4738,4890,5596,NA
MA350-0238,2022-04-12T17:05:01Z,26572,12,1,1.1,1.4,0,2022-04-12,5:05:01 PM,0,0,0,0,60,64,100,-25753,-89,-1946,3,100,100.22,54.28,45.95,34.59,15.4,4.58,76216,35.13,DUALSPOT-UV-BLUE-GREEN-RED-IR,568464,494404,931218,49.6431,42.57262,0.0095,617428,654939,837418,40.230356,34.609944,0.010576,635664,685764,855080,35.638072,30.462212,0.011732,666569,708908,905200,29.864102,25.228404,0.013334,594890,697855,946895,22.18016,18.260634,0.008853,4228,4766,8002,4368,4820,7604,4454,4919,7654,4816,5311,8004,5258,5485,6543,NA
MA350-0238,2022-04-12T17:06:01Z,26573,12,1,1.1,1.4,0,2022-04-12,5:06:01 PM,0,0,0,0,60,64,100,-25771,-76,-1934,3,100,100.01,54.28,45.73,34.59,15.4,4.58,76220,35.13,DUALSPOT-UV-BLUE-GREEN-RED-IR,567358,493527,930316,49.73678,42.658344,0.007579,616481,653980,836839,40.314548,34.689444,0.011508,634773,684823,854526,35.712972,30.532868,0.012659,667064,709475,906517,29.930378,25.288626,0.011221,590514,692716,940394,22.232972,18.3081,0.012343,5068,5505,8135,5749,6444,10725,5728,6413,10454,6125,6605,9223,6796,7249,9366,NA
MA350-0238,2022-04-12T17:07:01Z,26574,12,1,1.1,1.4,0,2022-04-12,5:07:01 PM,0,0,0,0,60,64,100,-25739,-107,-1875,3,100,100.02,54.8,45.22,34.59,15.4,4.58,76224,35.13,DUALSPOT-UV-BLUE-GREEN-RED-IR,566624,492846,929550,49.792852,42.715556,0.012545,615793,653250,836302,40.36242,34.73734,0.014961,633751,683710,853482,35.754816,30.5732,0.01502,666444,708827,906007,29.970206,25.325644,0.014988,589805,691937,939555,22.261296,18.335028,0.020803,3004,3715,8005,3237,3925,8173,3169,3702,6846,3645,4106,6618,3610,4159,6724,NA
MA350-0238,2022-04-12T17:08:01Z,26575,12,1,1.1,1.4,0,2022-04-12,5:08:01 PM,0,0,0,0,60,64,100,-25748,-92,-1907,3,100,99.8,54.33,45.47,34.57,15.5,4.62,76220,35.13,DUALSPOT-UV-BLUE-GREEN-RED-IR,566908,493074,930522,49.846452,42.766428,0.009736,615975,653459,836937,40.41016,34.780784,0.009534,634455,684535,854849,35.80022,30.612336,0.004756,665735,708121,905381,30.007048,25.357418,0.005474,594275,697177,946945,22.292114,18.360654,-0.00171,2897,3285,5629,3257,3541,5298,3469,3572,4181,3401,3505,4070,3962,3936,3816,NA
MA350-0238,2022-04-12T17:09:01Z,26576,12,1,1.1,1.4,0,2022-04-12,5:09:01 PM,0,0,0,0,60,64,100,-25762,-70,-1943,3,100,99.93,54.56,45.37,34.57,15.5,4.62,76224,35.13,DUALSPOT-UV-BLUE-GREEN-RED-IR,566498,492725,930226,49.887,42.809804,0.013402,615738,653200,836872,40.441908,34.813708,0.015811,637798,688117,859581,35.830396,30.644852,0.018741,665196,707551,904902,30.03273,25.383516,0.019612,593644,696457,946147,22.311814,18.380368,0.024005,2182,2807,6586,2157,2689,5982,2295,2974,6988,2361,2885,5745,2521,3034,5430,NA
MA350-0238,2022-04-12T17:10:01Z,26577,12,1,1.1,1.4,0,2022-04-12,5:10:01 PM,0,0,0,0,60,64,100,-25753,-60,-1900,3,100,100.3,54.81,45.49,34.57,15.5,4.62,76228,35.13,DUALSPOT-UV-BLUE-GREEN-RED-IR,566801,493012,931064,49.92328,42.844536,0.010411,615284,652725,836505,40.470892,34.840512,0.011135,634544,684630,855429,35.858208,30.668588,0.004537,665842,708269,905969,30.054884,25.403414,0.011527,589926,692100,940374,22.329026,18.395394,0.010169,1943,2242,4047,1960,2183,3568,2106,2166,2516,2027,2194,3102,2193,2307,2838,NA
MA350-0238,2022-04-12T17:11:01Z,26578,12,1,1.1,1.4,0,2022-04-12,5:11:01 PM,0,0,0,0,60,64,100,-25746,-103,-1932,3,100,100.02,54.28,45.74,34.59,15.5,4.62,76224,35.13,DUALSPOT-UV-BLUE-GREEN-RED-IR,566260,492505,930418,49.953888,42.880732,0.014818,615292,652717,836719,40.498212,34.87118,0.017415,634036,684044,854929,35.880452,30.696032,0.021255,665871,708275,906202,30.075292,25.425464,0.021484,590150,692338,940862,22.342884,18.411606,0.030802,1656,2324,6374,1865,2485,6328,1701,2490,7165,1886,2418,5329,1783,2475,5719,NA
MA350-0238,2022-04-12T17:12:01Z,26579,12,1,1.1,1.4,0,2022-04-12,5:12:01 PM,0,0,0,0,60,64,100,-25771,-73,-1947,3,100,100.26,54.56,45.7,34.59,15.5,4.62,76220,35.13,DUALSPOT-UV-BLUE-GREEN-RED-IR,565959,492234,930292,49.989952,42.919992,0.013587,615187,652601,836837,40.527464,34.901752,0.01581,634022,684027,855146,35.906816,30.722556,0.016212,665270,707640,905593,30.097232,25.447508,0.018721,589579,691708,940136,22.361962,18.428344,0.009502,1941,2522,6052,1987,2479,5531,2005,2409,4799,2017,2419,4620,2442,2558,3101,NA
MA350-0238,2022-04-12T17:13:01Z,26580,12,1,1.1,1.4,0,2022-04-12,5:13:01 PM,0,0,0,0,60,64,100,-25744,-93,-1924,3,100,99.76,54.8,44.96,34.59,15.5,4.66,76224,35.13,DUALSPOT-UV-BLUE-GREEN-RED-IR,566182,492408,931014,50.028696,42.958456,0.011951,615445,652886,837494,40.558952,34.932204,0.013885,633486,683487,854689,35.934524,30.748416,0.013584,664746,707058,905046,30.121184,25.470054,0.016223,593614,696475,946765,22.379222,18.443428,0.012084,2076,2512,5163,2130,2511,4876,2099,2388,4100,2192,2515,4287,2200,2343,3015,NA
MA350-0238,2022-04-12T17:14:01Z,26581,12,1,1.1,1.4,0,2022-04-12,5:14:01 PM,0,0,0,0,60,64,100,-25750,-67,-1950,3,100,99.87,54.5,45.36,34.57,15.5,4.65,76220,35.13,DUALSPOT-UV-BLUE-GREEN-RED-IR,565624,491949,930527,50.073396,42.999992,0.009029,614989,652423,837161,40.595544,34.965988,0.01086,633187,683170,854543,35.967768,30.778176,0.009548,665206,707603,905956,30.150712,25.495086,0.003545,589551,691711,940430,22.399776,18.461566,0.011403,2408,2689,4395,2488,2760,4450,2532,2723,3856,2717,2768,3042,2633,2792,3537,NA
MA350-0238,2022-04-12T17:15:01Z,26582,12,1,1.1,1.4,0,2022-04-12,5:15:01 PM,0,0,0,0,60,64,100,-25755,-66,-1922,3,100,100.1,54.38,45.72,34.59,15.5,4.66,76220,35.13,DUALSPOT-UV-BLUE-GREEN-RED-IR,564891,491311,929723,50.120412,43.04648,0.011073,613889,651258,835997,40.635624,35.004956,0.013046,631973,681878,853197,36.0002,30.809968,0.014872,664952,707363,905890,30.178834,25.52119,0.013352,589076,691170,939891,22.423492,18.481772,0.003143,2539,2986,5705,2732,3159,5814,2475,2886,5328,2593,2864,4344,3046,3086,3277,NA
MA350-0238,2022-04-12T17:16:01Z,26583,12,1,1.1,1.4,0,2022-04-12,5:16:01 PM,0,0,0,0,60,64,100,-25751,-81,-1927,3,100,99.98,54.52,45.46,34.59,15.5,4.66,76224,35.13,DUALSPOT-UV-BLUE-GREEN-RED-IR,563956,490501,928559,50.160368,43.086124,0.011445,613188,650511,835253,40.667176,35.035808,0.013656,636152,686405,859122,36.032564,30.840446,0.01314,663333,705636,903860,30.20173,25.543462,0.017199,592561,695273,945625,22.44046,18.49786,0.01955,2152,2561,5053,2144,2515,4823,2464,2783,4679,2106,2457,4383,2173,2472,3872,NA
MA350-0238,2022-04-12T17:17:01Z,26584,12,1,1.1,1.4,0,2022-04-12,5:17:01 PM,0,0,0,0,60,64,100,-25742,-85,-1900,3,100,100.24,54.52,45.71,34.59,15.6,4.69,76220,35.13,DUALSPOT-UV-BLUE-GREEN-RED-IR,565071,491427,930752,50.199004,43.134132,0.015419,614780,652143,837738,40.696588,35.074832,0.019862,633010,682954,855075,36.058792,30.873872,0.021724,664118,706438,905152,30.225242,25.57509,0.026372,593299,696115,946965,22.459808,18.519828,0.029777,2081,3084,9208,1999,3164,10432,1997,3035,9217,2163,3470,10660,2478,3356,7483,NA
MA350-0238,2022-04-12T17:18:01Z,26585,12,1,1.1,1.4,0,2022-04-12,5:18:01 PM,0,0,0,0,60,64,100,-25760,-94,-1918,3,100,99.79,54.43,45.36,34.59,15.6,4.69,76220,35.13,DUALSPOT-UV-BLUE-GREEN-RED-IR,564975,491318,930975,50.236944,43.17402,0.012946,614447,651790,837552,40.728996,35.107,0.014243,632531,682430,854641,36.086896,30.902136,0.016351,664295,706614,905655,30.250102,25.597106,0.009564,589099,691189,940461,22.479142,18.537782,0.017555,2046,2582,5854,2207,2628,5256,2143,2586,5227,2291,2434,3223,2480,2764,4098,NA
MA350-0238,2022-04-12T17:19:01Z,26586,12,1,1.1,1.4,0,2022-04-12,5:19:01 PM,0,0,0,0,60,64,100,-25724,-68,-1913,3,100,100.08,54.35,45.73,34.59,15.6,4.69,76224,35.13,DUALSPOT-UV-BLUE-GREEN-RED-IR,564483,490907,930594,50.284572,43.22376,0.012566,613823,651150,837035,40.76704,35.144624,0.013728,633135,683050,855764,36.120452,30.935954,0.016033,664558,706896,906261,30.278444,25.625004,0.017333,589206,691308,940809,22.500038,18.55832,0.021749,2573,3194,6991,2594,3049,5892,2563,3069,6090,2616,3060,5505,2685,3136,5259,NA
MA350-0238,2022-04-12T17:20:01Z,26587,12,1,1.1,1.4,0,2022-04-12,5:20:01 PM,0,0,0,0,60,64,100,-25760,-60,-1928,3,100,100.15,54.31,45.84,34.59,15.6,4.69,76220,35.13,DUALSPOT-UV-BLUE-GREEN-RED-IR,563431,490035,929461,50.33954,43.275132,0.008606,613091,650366,836407,40.813948,35.189916,0.012521,635842,686015,859821,36.163728,30.976216,0.011515,663464,705743,905073,30.314596,25.65787,0.011025,592537,695258,946408,22.52826,18.582286,0.001528,2972,3291,5244,3201,3662,6547,3307,3646,5667,3339,3596,5015,3629,3652,3758,NA
MA350-0238,2022-04-12T17:21:01Z,26588,12,1,1.1,1.4,0,2022-04-12,5:21:01 PM,0,0,0,0,60,64,100,-25751,-92,-1907,3,100,99.97,54.2,45.76,34.59,15.6,4.69,76224,35.13,DUALSPOT-UV-BLUE-GREEN-RED-IR,564124,490606,931038,50.39342,43.328688,0.011082,613855,651200,837813,40.860044,35.233864,0.011852,632368,682305,855504,36.203432,31.014156,0.013232,663552,705880,905542,30.348326,25.690102,0.015226,592870,695677,947226,22.554264,18.607718,0.021058,2919,3436,6611,3152,3559,6111,3040,3441,5836,3121,3533,5803,3350,3881,6382,NA
MA350-0238,2022-04-12T17:22:01Z,26589,12,1,1.1,1.4,0,2022-04-12,5:22:01 PM,0,0,0,0,60,64,100,-25751,-108,-1945,3,100,99.92,54.6,45.32,34.57,15.6,4.72,76224,35.13,DUALSPOT-UV-BLUE-GREEN-RED-IR,563984,490513,931312,50.444528,43.378356,0.010895,613637,650949,837855,40.899656,35.273024,0.014221,632410,682334,855835,36.238888,31.04879,0.015249,663361,705673,905530,30.38163,25.721468,0.015392,588627,690689,940610,22.578454,18.628638,0.008575,2748,3218,6103,2688,3203,6427,2695,3172,6025,3059,3472,5747,3094,3224,3837,NA
MA350-0238,2022-04-12T17:23:01Z,26590,12,1,1.1,1.4,0,2022-04-12,5:23:01 PM,0,0,0,0,60,64,100,-25751,-59,-1933,3,100,100.13,54.32,45.82,34.6,15.6,4.74,76224,35.13,DUALSPOT-UV-BLUE-GREEN-RED-IR,563324,489924,930642,50.491868,43.425056,0.01085,612486,649763,836633,40.941056,35.311868,0.010982,632211,682143,855900,36.27756,31.084022,0.009892,663844,706221,906493,30.412502,25.7491,0.009376,588434,690500,940556,22.603528,18.650072,0.003179,2559,2993,5660,2825,3142,5132,2955,3192,4609,2851,3025,3988,3224,3267,3473,NA
MA350-0238,2022-04-12T17:24:01Z,26591,12,1,1.1,1.4,0,2022-04-12,5:24:01 PM,0,0,0,0,60,64,100,-25744,-70,-1944,3,100,100.1,54.67,45.43,34.59,15.6,4.73,76224,35.13,DUALSPOT-UV-BLUE-GREEN-RED-IR,562822,489468,930209,50.539036,43.471756,0.01143,612259,649529,836648,40.978936,35.3499,0.014696,635147,685306,860149,36.311228,31.118102,0.016627,662923,705227,905497,30.440664,25.77755,0.019203,592153,694868,946733,22.627766,18.67209,0.01535,2534,3018,6000,2568,3102,6457,2556,3113,6451,2584,3141,6220,3096,3385,4745,NA
MA350-0238,2022-04-12T17:25:01Z,26592,12,1,1.1,1.4,0,2022-04-12,5:25:01 PM,0,0,0,0,60,64,100,-25725,-110,-1950,3,100,99.72,54.39,45.32,34.59,15.6,4.73,76228,35.13,DUALSPOT-UV-BLUE-GREEN-RED-IR,562414,489133,930016,50.58904,43.521132,0.011264,612478,649748,837296,41.020888,35.391868,0.014475,630260,680022,853825,36.34842,31.154466,0.015089,662618,704924,905385,30.473984,25.809086,0.015429,591901,694582,946600,22.65173,18.695598,0.022237,2699,3199,6276,2858,3432,7037,2838,3330,6285,3072,3490,5799,3077,3622,6200,NA
MA350-0238,2022-04-12T17:26:01Z,26593,12,1,1.1,1.4,0,2022-04-12,5:26:01 PM,0,0,0,0,60,64,100,-25743,-89,-1948,3,100,99.9,54.45,45.44,34.59,15.6,4.77,76224,35.13,DUALSPOT-UV-BLUE-GREEN-RED-IR,562714,489378,930964,50.638308,43.572648,0.012724,612528,649815,837717,41.060708,35.432524,0.015094,630417,680191,854392,36.38764,31.192686,0.014843,662250,704508,905152,30.506648,25.84149,0.018106,591684,694348,946442,22.676128,18.717382,0.012595,2657,3329,7471,2710,3315,7128,2989,3491,6501,3009,3576,6722,3129,3348,4380,NA
MA350-0238,2022-04-12T17:27:01Z,26594,12,1,1.1,1.4,0,2022-04-12,5:27:01 PM,0,0,0,0,60,64,100,-25746,-85,-1914,3,100,100.22,54.52,45.7,34.59,15.6,4.77,76228,35.13,DUALSPOT-UV-BLUE-GREEN-RED-IR,561341,488203,929127,50.685812,43.619584,0.011085,610684,647856,835508,41.102044,35.472228,0.012551,629636,679391,853601,36.421376,31.226384,0.015739,661935,704193,905004,30.53668,25.868968,0.012265,587024,688912,939239,22.699424,18.738294,0.012736,2558,3016,5840,2810,3220,5804,2568,3060,6018,2763,3016,4417,2984,3196,4198,NA
MA350-0238,2022-04-12T17:28:01Z,26595,12,1,1.1,1.4,0,2022-04-12,5:28:01 PM,0,0,0,0,60,64,100,-25752,-92,-1947,3,100,100.16,54.45,45.71,34.59,15.6,4.77,76228,35.13,DUALSPOT-UV-BLUE-GREEN-RED-IR,560766,487683,928677,50.733816,43.667396,0.011281,610086,647201,835015,41.142044,35.512912,0.014757,628556,678218,852437,36.455,31.260418,0.016206,661253,703467,904324,30.566998,25.899426,0.018413,590805,693364,945528,22.724888,18.761754,0.015757,2589,3071,6054,2723,3299,6931,2563,3090,6264,2793,3342,6389,3266,3584,5088,NA
MA350-0238,2022-04-12T17:29:01Z,26596,12,1,1.1,1.4,0,2022-04-12,5:29:01 PM,0,0,0,0,60,64,100,-25742,-78,-1925,3,100,100.15,54.55,45.6,34.59,15.6,4.77,76232,35.13,DUALSPOT-UV-BLUE-GREEN-RED-IR,560336,487325,928389,50.784596,43.72048,0.012659,609826,646934,835014,41.18426,35.55734,0.015891,632816,682820,858583,36.496036,31.302062,0.016449,660716,702898,903885,30.599868,25.932798,0.019095,590484,692955,945218,22.748852,18.78658,0.025435,2734,3418,7655,2868,3611,8301,3123,3790,7814,3023,3671,7272,3068,3802,7282,NA
MA350-0238,2022-04-12T17:30:01Z,26597,12,1,1.1,1.4,0,2022-04-12,5:30:01 PM,0,0,0,0,60,64,100,-25759,-78,-1935,3,100,99.91,54.69,45.22,34.59,15.6,4.77,76232,35.13,DUALSPOT-UV-BLUE-GREEN-RED-IR,561329,488184,930727,50.852284,43.786172,0.010927,610923,648076,836984,41.240264,35.611168,0.013178,629077,678776,853949,36.54698,31.351288,0.014846,661679,703946,905638,30.644504,25.974804,0.01552,591153,693749,946617,22.78273,18.819026,0.020918,3634,4266,8180,3795,4412,8313,3866,4519,8453,4094,4660,7807,4326,5012,8266,NA
